"Country";"Issuer";"Currency";"Face value";"Reference";"Link";"Title";"Type";"Year range";"Shape";"Composition";"Weight";"Diameter";"Thickness";"Orientation";"Year";"Gregorian year";"Mintmark";"Comment";"Quantity";"For exchange";"Grade";"Collection";"BRL";"Private comment";"Public comment"
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,01;"KM# 585";5383;"1 Centavo (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";1,77;17;1,15;"Coin alignment &uarr;&darr;";1975;1975;;"Mintage included in KM#575.2";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,01;"KM# 589";14495;"1 Centavo";"Standard circulation coin";"1979-1983";"Round";"Stainless steel";1,58;14;1,4;"Coin alignment &uarr;&darr;";1979;1979;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,01;"KM# 589";14495;"1 Centavo";"Standard circulation coin";"1979-1983";"Round";"Stainless steel";1,58;14;1,4;"Coin alignment &uarr;&darr;";1980;1980;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,01;"KM# 589";14495;"1 Centavo";"Standard circulation coin";"1979-1983";"Round";"Stainless steel";1,58;14;1,4;"Coin alignment &uarr;&darr;";1981;1981;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,01;"KM# 589";14495;"1 Centavo";"Standard circulation coin";"1979-1983";"Round";"Stainless steel";1,58;14;1,4;"Coin alignment &uarr;&darr;";1982;1982;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,01;"KM# 589";14495;"1 Centavo";"Standard circulation coin";"1979-1983";"Round";"Stainless steel";1,58;14;1,4;"Coin alignment &uarr;&darr;";1983;1983;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 576.1";6437;"2 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";3,25;19;1,5;"Coin alignment &uarr;&darr;";1967;1967;;"KM#576.1 (3.25g, 1.5 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 576.1";6437;"2 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";3,25;19;1,5;"Coin alignment &uarr;&darr;";1967;1967;;"KM#576.1 (3.25g, 1.5 mm)";2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 576.1";6437;"2 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";3,25;19;1,5;"Coin alignment &uarr;&darr;";1969;1969;;"KM#576.2 (2.16g, 1.0 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 576.1";6437;"2 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";3,25;19;1,5;"Coin alignment &uarr;&darr;";1969;1969;;"KM#576.2 (2.16g, 1.0 mm)";15;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 576.1";6437;"2 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";3,25;19;1,5;"Coin alignment &uarr;&darr;";1975;1975;;"KM#576.2 (2.16g, 1.0 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 576.1";6437;"2 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";3,25;19;1,5;"Coin alignment &uarr;&darr;";1975;1975;;"KM#576.2 (2.16g, 1.0 mm)";1;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 586";5384;"2 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,21;19;;"Coin alignment &uarr;&darr;";1975;1975;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,02;"KM# 586";5384;"2 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,21;19;;"Coin alignment &uarr;&darr;";1975;1975;;;1;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 577";2821;"5 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";2,6;21;1,2;"Coin alignment &uarr;&darr;";1967;1967;;"KM#577.1 (thick planchet, 1.5mm, 3.97g)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 577";2821;"5 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";2,6;21;1,2;"Coin alignment &uarr;&darr;";1967;1967;;"KM#577.1 (thick planchet, 1.5mm, 3.97g)";3;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 577";2821;"5 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";2,6;21;1,2;"Coin alignment &uarr;&darr;";1969;1969;;"KM#577.2 (thin planchet, 1.0mm, 2,64g)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 577";2821;"5 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";2,6;21;1,2;"Coin alignment &uarr;&darr;";1969;1969;;"KM#577.2 (thin planchet, 1.0mm, 2,64g)";6;VERDADEIRO;"F";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 577";2821;"5 Centavos";"Standard circulation coin";"1967-1975";"Round";"Stainless steel";2,6;21;1,2;"Coin alignment &uarr;&darr;";1975;1975;;"KM#577.2 (thin planchet, 1.0mm, 2,64g)";1;FALSO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 587";3816;"5 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,7;21;1,15;"Coin alignment &uarr;&darr;";1975;1975;;"KM#587.1 (2.69 g, 21 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 587";3816;"5 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,7;21;1,15;"Coin alignment &uarr;&darr;";1975;1975;;"KM#587.1 (2.69 g, 21 mm)";8;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 587";3816;"5 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,7;21;1,15;"Coin alignment &uarr;&darr;";1976;1976;;"KM#587.1 (2.69 g, 21 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 587";3816;"5 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,7;21;1,15;"Coin alignment &uarr;&darr;";1976;1976;;"KM#587.1 (2.69 g, 21 mm)";1;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 587";3816;"5 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,7;21;1,15;"Coin alignment &uarr;&darr;";1977;1977;;"KM#587.1 (2.69 g, 21 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,05;"KM# 587";3816;"5 Centavos (FAO)";"Circulating commemorative coin";"1975-1978";"Round";"Stainless steel";2,7;21;1,15;"Coin alignment &uarr;&darr;";1978;1978;;"KM#587.1 (2.69 g, 21 mm)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578";2243;"10 Centavos (non magnetic)";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";5,52;23;1,7;"Coin alignment &uarr;&darr;";1967;1967;;"KM#578.1 (thick planchet, 1.5mm, 5.52g)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578";2243;"10 Centavos (non magnetic)";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";5,52;23;1,7;"Coin alignment &uarr;&darr;";1967;1967;;"KM#578.1 (thick planchet, 1.5mm, 5.52g)";2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578";2243;"10 Centavos (non magnetic)";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";5,52;23;1,7;"Coin alignment &uarr;&darr;";1970;1970;;"KM#578.2 (thin planchet, 1.3mm, 4.78g)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578";2243;"10 Centavos (non magnetic)";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";5,52;23;1,7;"Coin alignment &uarr;&darr;";1970;1970;;"KM#578.2 (thin planchet, 1.3mm, 4.78g)";13;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1974;1974;;"Mintage figure includes KM#578.2 coins struck in 1974 dated 1970.";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1974;1974;;"Mintage figure includes KM#578.2 coins struck in 1974 dated 1970.";4;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1975;1975;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1975;1975;;;7;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1976;1976;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1976;1976;;;2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1977;1977;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1977;1977;;;15;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1978;1978;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1978;1978;;;10;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,1;"KM# 578.1a";7052;"10 Centavos (magnetic)";"Standard circulation coin";"1974-1979";"Round";"Stainless steel";4,22;23;1,47;"Coin alignment &uarr;&darr;";1979;1979;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579";1016;"20 Centavos";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";6,55;25;1,7;"Coin alignment &uarr;&darr;";1967;1967;;"KM#579.1 (thick planchet; 2-2.07mm; 7.86g)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579";1016;"20 Centavos";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";6,55;25;1,7;"Coin alignment &uarr;&darr;";1967;1967;;"KM#579.1 (thick planchet; 2-2.07mm; 7.86g)";2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579";1016;"20 Centavos";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";6,55;25;1,7;"Coin alignment &uarr;&darr;";1970;1970;;"KM#579.2 (thin planchet; 1.7mm; 6.55g)";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579";1016;"20 Centavos";"Standard circulation coin";"1967-1970";"Round";"Copper-nickel";6,55;25;1,7;"Coin alignment &uarr;&darr;";1970;1970;;"KM#579.2 (thin planchet; 1.7mm; 6.55g)";16;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1975;1975;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1975;1975;;;6;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1976;1976;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1976;1976;;;3;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1977;1977;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1977;1977;;;12;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1978;1978;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1978;1978;;;8;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,2;"KM# 579.1a";8850;"20 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";5,67;25;1,75;"Coin alignment &uarr;&darr;";1979;1979;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580";8851;"50 Centavos";"Standard circulation coin";1967;"Round";"Nickel";8,74;27;1,9;"Coin alignment &uarr;&darr;";1967;1967;;;1;FALSO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580a";1050;"50 Centavos";"Standard circulation coin";"1970-1975";"Round";"Copper-nickel (75% Cu, 25% Ni)";7,71;27;1,5;"Coin alignment &uarr;&darr;";1970;1970;;"varieties exist for ""7"", Mintage figure includes KM#580 coins struck in 1970 dated 1967";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580a";1050;"50 Centavos";"Standard circulation coin";"1970-1975";"Round";"Copper-nickel (75% Cu, 25% Ni)";7,71;27;1,5;"Coin alignment &uarr;&darr;";1970;1970;;"varieties exist for ""7"", Mintage figure includes KM#580 coins struck in 1970 dated 1967";28;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580a";1050;"50 Centavos";"Standard circulation coin";"1970-1975";"Round";"Copper-nickel (75% Cu, 25% Ni)";7,71;27;1,5;"Coin alignment &uarr;&darr;";1975;1975;;"varieties exist for ""7""";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1975;1975;;"Mintage is included with KM#580a";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1975;1975;;"Mintage is included with KM#580a";5;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1976;1976;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1976;1976;;;6;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1977;1977;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1977;1977;;;6;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1978;1978;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1978;1978;;;7;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1979;1979;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";0,5;"KM# 580b";5382;"50 Centavos";"Standard circulation coin";"1975-1979";"Round";"Stainless steel";6,65;27;1,7;"Coin alignment &uarr;&darr;";1979;1979;;;4;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 581";2248;"1 Cruzeiro";"Standard circulation coin";"1967-1970";"Round";"Nickel";10,08;29;2,01;"Coin alignment &uarr;&darr;";1970;1970;;"Mintage includes coins struck through 1972 dated 1970";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 581";2248;"1 Cruzeiro";"Standard circulation coin";"1967-1970";"Round";"Nickel";10,08;29;2,01;"Coin alignment &uarr;&darr;";1970;1970;;"Mintage includes coins struck through 1972 dated 1970";5;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 582";7725;"1 Cruzeiro (150th Anniversary of Independence)";"Circulating commemorative coin";1972;"Round";"Nickel";10,08;29;1,9;"Coin alignment &uarr;&darr;";1972;1972;;"lettered edge";1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 582";7725;"1 Cruzeiro (150th Anniversary of Independence)";"Circulating commemorative coin";1972;"Round";"Nickel";10,08;29;1,9;"Coin alignment &uarr;&darr;";1972;1972;;"lettered edge";2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 581a";8852;"1 Cruzeiro";"Standard circulation coin";"1974-1978";"Round";"Copper-nickel";10,25;28,82;1,99;"Coin alignment &uarr;&darr;";1974;1974;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 581a";8852;"1 Cruzeiro";"Standard circulation coin";"1974-1978";"Round";"Copper-nickel";10,25;28,82;1,99;"Coin alignment &uarr;&darr;";1975;1975;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 581a";8852;"1 Cruzeiro";"Standard circulation coin";"1974-1978";"Round";"Copper-nickel";10,25;28,82;1,99;"Coin alignment &uarr;&darr;";1976;1976;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 581a";8852;"1 Cruzeiro";"Standard circulation coin";"1974-1978";"Round";"Copper-nickel";10,25;28,82;1,99;"Coin alignment &uarr;&darr;";1976;1976;;;2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1979;1979;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1979;1979;;;10;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1980;1980;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1980;1980;;;18;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1981;1981;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1981;1981;;;2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1982;1982;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1982;1982;;;2;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1984;1984;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 590";2247;"1 Cruzeiro";"Standard circulation coin";"1979-1984";"Round";"Stainless steel";3,23;20;1,4;"Coin alignment &uarr;&darr;";1984;1984;;;1;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 598";10244;"1 Cruzeiro (FAO)";"Circulating commemorative coin";1985;"Round";"Stainless steel";2,8;20;;"Coin alignment &uarr;&darr;";1985;1985;;;1;FALSO;"UNC";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";1;"KM# 598";10244;"1 Cruzeiro (FAO)";"Circulating commemorative coin";1985;"Round";"Stainless steel";2,8;20;;"Coin alignment &uarr;&darr;";1985;1985;;;1;VERDADEIRO;"F";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1980;1980;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1980;1980;;;9;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1981;1981;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1981;1981;;;1;VERDADEIRO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1982;1982;;;1;FALSO;;;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1983;1983;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 591";2576;"5 Cruzeiros";"Standard circulation coin";"1980-1984";"Round";"Stainless steel";4,5;22;1,6;"Coin alignment &uarr;&darr;";1984;1984;;;1;FALSO;"VG";;;;
"Brazil";"Brazil";"Cruzeiro novo  (1967-1986)";5;"KM# 599";16637;"5 Cruzeiros (FAO)";"Circulating commemorative coin";1985;"Round";"Stainless steel";4,7;22;;"Coin alignment &uarr;&darr;";1985;1985;;;1;FALSO;;;;;
