"Country";"Issuer";"Currency";"Face value";"Reference";"Link";"Title";"Type";"Year range";"Shape";"Composition";"Weight";"Diameter";"Thickness";"Orientation";"Year";"Gregorian year";"Mintmark";"Comment";"Quantity";"For exchange";"Grade";"Collection";"BRL";"Private comment";"Public comment"
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1995;1995;"B";"KM#112.1; CJ#6.2.2";4;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1995;1995;"B";"KM#112.3 (error PROVINGIAS in legend); CJ#6.2.3";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1995;1995;"C";"KM#112.2 (smaller arms); CJ#6.2.4";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1996;1996;"A";"KM#112.1; CJ#6.3.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1996;1996;"A";"KM#112.1; CJ#6.3.1";2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2006;2006;;"KM#112.1; CJ#6.10.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2007;2007;;"KM#112.1; CJ#6.12";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2007;2007;;"KM#112.1; CJ#6.12";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2008;2008;;"KM#112.1; CJ#6.15";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2008;2008;;"KM#112.1; CJ#6.15";2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2009;2009;;"KM#112.1; CJ#6.16.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2009;2009;;"KM#112.1; CJ#6.16.1";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2009;2009;"D";"KM#112.1; CJ#6.16.2";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;"E";"KM#112.1; CJ#6.17";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;"E";"KM#112.1; CJ#6.17";3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 120";8597;"1 Peso (Unicef)";"Circulating commemorative coin";1996;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";1996;1996;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 122";8598;"1 Peso (Women's Vote)";"Circulating commemorative coin";1997;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;;"Medal alignment &uarr;&uarr;";1997;1997;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 156";13049;"1 Peso (El Palmar)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;"Lower Floor";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 156";13049;"1 Peso (El Palmar)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;"Normal Floor";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 157";13050;"1 Peso (Aconcagua)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 157";13050;"1 Peso (Aconcagua)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;;1;VERDADEIRO;"XF";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 158";11625;"1 Peso (Mar del Plata)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;;2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 159";11624;"1 Peso (Pucará de Tilcara)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 160";12950;"1 Peso (Glaciar Perito Moreno)";"Circulating commemorative coin";2010;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112.4";46419;"1 Peso (Bicentennary of the First Patriotic Coin)";"Circulating commemorative coin";2013;"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,35;23;2;"Medal alignment &uarr;&uarr;";2013;2013;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;;131212;"1 Peso";"Standard circulation coin";"2017-2020";"Round";"Copper plated steel";4,3;20;1,7;"Coin alignment &uarr;&darr;";2017;2017;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;;131212;"1 Peso";"Standard circulation coin";"2017-2020";"Round";"Copper plated steel";4,3;20;1,7;"Coin alignment &uarr;&darr;";2017;2017;;;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 128";14515;"2 Pesos (Jorge Luis Borges)";"Circulating commemorative coin";1999;"Round";"Copper-nickel (75% Copper, 25% Nickel)";10,5;30;2;"Medal alignment &uarr;&uarr;";1999;1999;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 161";9334;"2 Pesos (Defense of Human Rights)";"Circulating commemorative coin";2006;"Round";"Copper-nickel (Cu 75 Ni 25)";10,47;30,35;;;2006;2006;;"KM# 161.1 Reeded Edge";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 162";13051;"2 Pesos (75th Anniversary of B.C.R.A.)";"Circulating commemorative coin";2010;"Round";"Copper-nickel (Cu 75 Ni 25)";10,47;30,35;2,02;"Medal alignment &uarr;&uarr;";2010;2010;;"KM# 162.1 Reeded Edge";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 165";27528;"2 Pesos (May Revolution)";"Standard circulation coin";"2010-2016";"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;"Bolded letters; Bulging eyes; CJ#7.8.2";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 165";27528;"2 Pesos (May Revolution)";"Standard circulation coin";"2010-2016";"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2010;2010;;"Narrow letters; Normal eyes; CJ#7.8.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 165";27528;"2 Pesos (May Revolution)";"Standard circulation coin";"2010-2016";"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2011;2011;;"CJ#7.9";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 165";27528;"2 Pesos (May Revolution)";"Standard circulation coin";"2010-2016";"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2015;2015;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 165";27528;"2 Pesos (May Revolution)";"Standard circulation coin";"2010-2016";"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2015;2015;;;2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 165";27528;"2 Pesos (May Revolution)";"Standard circulation coin";"2010-2016";"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2016;2016;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 176";37744;"2 Pesos (30th Anniversary of the South Atlantic War)";"Circulating commemorative coin";2012;"Round";"Bimetallic: copper-nickel center in aluminium-bronze ring (Cu 75 Ni 25 - Cu 92 Al 6 Ni 2)";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2012;2012;;"CJ# 7.10.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";2;"KM# 184";89870;"2 Pesos (Bicentennial of the Declaration of Independence Argentina)";"Circulating commemorative coin";2016;"Round";"Bimetallic: copper-nickel center in copper-aluminium-nickel ring";7,2;24,5;2,2;"Medal alignment &uarr;&uarr;";2016;2016;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";5;"KM# 115";8572;"5 Pesos (National Constitution Convention)";"Circulating commemorative coin";1994;"Round";"Nickel";21,5;35;2,845;"Medal alignment &uarr;&uarr;";1994;1994;;"CJ# 8.1.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";5;;131213;"5 Pesos";"Standard circulation coin";"2017-2020";"Round";"Nickel plated steel";7,3;23;2,2;"Coin alignment &uarr;&darr;";2017;2017;;;1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";0,05;"KM# 1";5589;"5 Cents - Beatrix / Willem-Alexander (magnetic)";"Standard circulation coin";"1986-2019";"Round";"Nickel plated steel";2;16;1,7;"Coin alignment &uarr;&darr;";1993;1993;;"bow & arrow";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";0,1;"KM# 2";5349;"10 Cents - Beatrix / Willem-Alexander (magnetic)";"Standard circulation coin";"1986-2018";"Round";"Nickel plated steel";3;18;2;"Coin alignment &uarr;&darr;";1993;1993;;"bow and arrow";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";0,25;"KM# 3";902;"25 Cents - Beatrix / Willem-Alexander (magnetic)";"Standard circulation coin";"1986-2019";"Round";"Nickel plated steel";3,5;20;1,65;"Coin alignment &uarr;&darr;";1988;1988;;"anvil";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";0,25;"KM# 3";902;"25 Cents - Beatrix / Willem-Alexander (magnetic)";"Standard circulation coin";"1986-2019";"Round";"Nickel plated steel";3,5;20;1,65;"Coin alignment &uarr;&darr;";2001;2001;;"wine grapes";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";0,25;"KM# 3";902;"25 Cents - Beatrix / Willem-Alexander (magnetic)";"Standard circulation coin";"1986-2019";"Round";"Nickel plated steel";3,5;20;1,65;"Coin alignment &uarr;&darr;";2004;2004;;"sails";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";0,5;"KM# 4";6840;"50 Cents - Beatrix / Willem-Alexander (magnetic)";"Standard circulation coin";"1986-2019";"Square";"Nickel plated steel";5;24,5;1,94;"Coin alignment &uarr;&darr;";2004;2004;;"sails";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";1;"KM# 5";6433;"1 Florin - Beatrix (magnetic)";"Standard circulation coin";"1986-2013";"Round";"Nickel plated steel";8,5;26;2,35;"Coin alignment &uarr;&darr;";1988;1988;;"anvil";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";1;"KM# 5";6433;"1 Florin - Beatrix (magnetic)";"Standard circulation coin";"1986-2013";"Round";"Nickel plated steel";8,5;26;2,35;"Coin alignment &uarr;&darr;";1990;1990;;"bow and arrow";1;FALSO;;;;;
"Aruba";"Aruba";"Florin (1986-date)";1;"KM# 5";6433;"1 Florin - Beatrix (magnetic)";"Standard circulation coin";"1986-2013";"Round";"Nickel plated steel";8,5;26;2,35;"Coin alignment &uarr;&darr;";2006;2006;;"sails";1;FALSO;;;;;
"Australia";"Australia";"Dollar (1966-date)";0,01;"KM# 62";1559;"1 Cent - Elizabeth II (2nd Portrait)";"Standard circulation coin";"1966-1984";"Round";"Bronze";2,59;17,53;1,5;"Medal alignment &uarr;&uarr;";1974;1974;;"Canberra Mint";1;FALSO;;;;;
"Australia";"Australia";"Dollar (1966-date)";0,05;"KM# 401";1566;"5 Cents - Elizabeth II (4th Portrait)";"Standard circulation coin";"1999-2019";"Round";"Copper-nickel";2,83;19,41;1,3;"Medal alignment &uarr;&uarr;";2006;2006;;"Circulation";1;FALSO;;;;;
"Australia";"Australia";"Dollar (1966-date)";0,2;"KM# 403";1702;"20 Cents - Elizabeth II (4th Portrait)";"Standard circulation coin";"1999-2019";"Round";"Copper-nickel";11,31;28,52;2;"Medal alignment &uarr;&uarr;";2001;2001;;"Circulation - ""IRB"" spaced";1;FALSO;;;;;
"Australia";"Australia";"Dollar (1966-date)";0,2;"KM# 403";1702;"20 Cents - Elizabeth II (4th Portrait)";"Standard circulation coin";"1999-2019";"Round";"Copper-nickel";11,31;28,52;2;"Medal alignment &uarr;&uarr;";2016;2016;;"Circulation";1;FALSO;;;;;
"Australia";"Australia";"Dollar (1966-date)";0,5;"KM# 404";8327;"50 Cents - Elizabeth II (4th Portrait)";"Standard circulation coin";"1999-2019";"Dodecagonal (12-sided)";"Copper-nickel";15,55;31,51;3;"Medal alignment &uarr;&uarr;";2004;2004;;"Circulation";1;FALSO;;;;;
"Australia";"Australia";"Dollar (1966-date)";2;"KM# 101";1568;"2 Dollars - Elizabeth II (3rd portrait)";"Standard circulation coin";"1988-2018";"Round";"Aluminium-bronze";6,6;20,5;3,2;"Medal alignment &uarr;&uarr;";1995;1995;;"Circulation";1;FALSO;;;;;
"Austria";"Austria";"Second Schilling (1945-2001)";0,02;"KM# 2876";745;"2 Groschen";"Standard circulation coin";"1950-1994";"Round";"Aluminium";0,9;18,02;1,56;"Medal alignment &uarr;&uarr;";1954;1954;;;1;FALSO;;;;;
"Austria";"Austria";"Second Schilling (1945-2001)";0,1;"KM# 2878";654;"10 Groschen";"Standard circulation coin";"1951-2001";"Round";"Aluminium";1,1;19,8;1,55;"Medal alignment &uarr;&uarr;";1982;1982;;;1;FALSO;;;;;
"Austria";"Austria";"Second Schilling (1945-2001)";1;"KM# 2886";740;"1 Schilling";"Standard circulation coin";"1959-2001";"Round";"Aluminium-bronze (91.5% Bronze, 8.5% Aluminum)";4,2;22,5;1,5;"Medal alignment &uarr;&uarr;";1990;1990;;;1;FALSO;;;;;
"Austria";"Austria";"Second Schilling (1945-2001)";1;"KM# 2886";740;"1 Schilling";"Standard circulation coin";"1959-2001";"Round";"Aluminium-bronze (91.5% Bronze, 8.5% Aluminum)";4,2;22,5;1,5;"Medal alignment &uarr;&uarr;";1998;1998;;;1;FALSO;;;;;
"Austria";"Austria";"Second Schilling (1945-2001)";5;"KM# 2889a";742;"5 Schilling (Copper-nickel)";"Standard circulation coin";"1968-2001";"Round";"Copper-nickel";4,8;23,5;1,51;"Medal alignment &uarr;&uarr;";1978;1978;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,01;"KM# 3082";57;"1 Euro Cent";"Standard circulation coin";"2002-2020";"Round";"Copper plated steel";2,3;16,25;1,67;"Medal alignment &uarr;&uarr;";2005;2005;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,02;"KM# 3083";58;"2 Euro Cent";"Standard circulation coin";"2002-2020";"Round";"Copper plated steel";3,06;18,75;1,67;"Medal alignment &uarr;&uarr;";2002;2002;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,02;"KM# 3083";58;"2 Euro Cent";"Standard circulation coin";"2002-2020";"Round";"Copper plated steel";3,06;18,75;1,67;"Medal alignment &uarr;&uarr;";2003;2003;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,05;"KM# 3084";59;"5 Euro Cent";"Standard circulation coin";"2002-2020";"Round";"Copper plated steel";3,92;21,25;1,67;"Medal alignment &uarr;&uarr;";2003;2003;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,05;"KM# 3084";59;"5 Euro Cent";"Standard circulation coin";"2002-2020";"Round";"Copper plated steel";3,92;21,25;1,67;"Medal alignment &uarr;&uarr;";2003;2003;;;1;VERDADEIRO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,1;"KM# 3085";60;"10 Euro Cent (1st map)";"Standard circulation coin";"2002-2007";"Round";"Nordic gold";4,1;19,75;1,93;"Medal alignment &uarr;&uarr;";2002;2002;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";0,1;"KM# 3085";60;"10 Euro Cent (1st map)";"Standard circulation coin";"2002-2007";"Round";"Nordic gold";4,1;19,75;1,93;"Medal alignment &uarr;&uarr;";2007;2007;;;1;FALSO;;;;;
"Austria";"Austria";"Euro (2002-date)";1;"KM# 3088";63;"1 Euro (1st map)";"Standard circulation coin";"2002-2007";"Round";"Bimetallic: copper-nickel clad nickel center in nickel brass ring";7,5;23,25;2,33;"Medal alignment &uarr;&uarr;";2002;2002;;;1;FALSO;;;;;
"Belarus";"Belarus";"Third Ruble (2016-date)";1;"KM# 567";86729;"1 Rouble";"Standard circulation coin";2009;"Round";"Copper-nickel plated steel";5,6;21,25;2,3;"Medal alignment &uarr;&uarr;";2009;2009;;"Struck in 2009, released in 2016";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";0,1;"KM# 112";5561;"10 Centimes - Léopold III (BELGIQUE-BELGIE)";"Standard circulation coin";"1938-1939";"Round with a hole";"Nickel brass (Cu (.640), Zn (.200), Ni (.160))";4;22;1,6;"Coin alignment &uarr;&darr;";1938;1938;;;1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";0,2;"KM# 147";748;"20 Centimes - Baudouin I (Dutch text)";"Standard circulation coin";"1954-1960";"Round";"Bronze";2;17;1,32;"Coin alignment &uarr;&darr;";1954;1954;;"KM#147.1; Type A";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";0,5;"KM# 149";752;"50 Centimes - Baudouin I (Dutch text; smaller head)";"Standard circulation coin";"1956-2001";"Round";"Bronze";2,75;19;1,21;"Coin alignment &uarr;&darr;";1970;1970;;"KM#149.1; Type B";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";1;"KM# 170";1245;"1 Franc - Baudouin I (French text)";"Standard circulation coin";"1989-1993";"Round";"Nickel plated steel";2,75;18;1,7;"Coin alignment &uarr;&darr;";1990;1990;;"Coin alignment";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";1;"KM# 187";1247;"1 Franc - Albert II (French text)";"Standard circulation coin";"1994-2001";"Round";"Nickel plated iron";2,75;18;1,62;"Coin alignment &uarr;&darr;";1994;1994;;"Larger Type A portrait";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";5;"KM# 164";1250;"5 Francs - Baudouin I (Dutch text)";"Standard circulation coin";"1986-1993";"Round";"Brass (Brass or Aluminium-bronze)";5,5;24;1,72;"Coin alignment &uarr;&darr;";1986;1986;;"Angelhead / Blackbird";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";5;"KM# 189";1253;"5 Francs - Albert II (French text)";"Standard circulation coin";"1994-2001";"Round";"Aluminium-bronze";5,5;24;1,78;"Variable alignment &#8634;";1998;1998;;;1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";20;"KM# 159";760;"20 Francs - Baudouin I (French text)";"Standard circulation coin";"1980-1993";"Round";"Nickel brass";8,5;25,65;2,27;;1981;1981;;"Coin alignment";1;FALSO;;;;;
"Belgium";"Belgium";"Franc (1832-2001)";20;"KM# 160";753;"20 Francs - Baudouin I (Dutch text)";"Standard circulation coin";"1980-1993";"Round";"Nickel brass";8,56;25,65;2,27;;1982;1982;;"Coin alignment";1;FALSO;;;;;
